Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 210 --call-graph fp --app com.google.android.youtube
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 5163
Event count: 2558029736

Overhead  Symbol
0.18%     art::ArtMethod* art::ClassLinker::ResolveMethod<(art::ClassLinker::ResolveMode)0>(unsigned int, art::Handle<art::mirror::DexCache>, art::Handle<art::mirror::ClassLoader>, art::ArtMethod*, art::InvokeType)
0.18%     void art::gc::collector::ConcurrentCopying::MarkRoot<false>(art::Thread*, art::mirror::CompressedReference<art::mirror::Object>*)
0.17%     art::(anonymous namespace)::ArgArray::BuildArgArrayFromVarArgs(art::ScopedObjectAccessAlreadyRunnable const&, art::ObjPtr<art::mirror::Object>, std::__va_list)
0.17%     art::JniMethodFastEnd(unsigned int, art::Thread*)
0.17%     art::ClassLinker::LoadMethod(art::DexFile const&, art::ClassAccessor::Method const&, art::Handle<art::mirror::Class>, art::ArtMethod*)
0.17%     art::Thread::PopStackedShadowFrame(art::StackedShadowFrameType, bool)
0.16%     art::ClassLinker::DoResolveType(art::dex::TypeIndex, art::Handle<art::mirror::DexCache>, art::Handle<art::mirror::ClassLoader>)
0.16%     art_quick_unlock_object_no_inline
0.16%     adler32_z
0.16%     mterp_op_new_instance
0.15%     art::Runtime::UseJitCompilation() const
0.15%     art::JniMethodFastStart(art::Thread*)
0.14%     art::annotations::HasDeadReferenceSafeAnnotation(art::DexFile const&, art::dex::ClassDef const&)
0.14%     art::ThreadList::SuspendThreadByThreadId(unsigned int, art::SuspendReason, bool*)
0.14%     void art::mirror::Object::VisitFieldsReferences<false, (art::VerifyObjectFlags)0, (art::ReadBarrierOption)0, art::mirror::CopyReferenceFieldsWithReadBarrierVisitor>(unsigned int, art::mirror::CopyReferenceFieldsWithReadBarrierVisitor const&)
0.14%     art::arm64::Arm64Context::DoLongJump()
0.14%     MterpThreadFenceForConstructor
0.14%     art::StackVisitor::GetCurrentQuickFrameInfo() const
0.14%     art::gc::Heap::ObjectIsInBootImageSpace(art::ObjPtr<art::mirror::Object>) const
0.14%     mspace_malloc
