Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 210 --call-graph fp --app com.google.android.youtube
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 3600
Event count: 1113889669

Overhead  Symbol
0.32%     art::JNI<false>::CallLongMethodV(_JNIEnv*, _jobject*, _jmethodID*, std::__va_list)
0.31%     mterp_op_iget_object_quick
0.31%     art::CodeInfo::GetInlineInfosOf(art::StackMap) const
0.29%     art::OatQuickMethodHeader::GetCodeSize() const
0.28%     art::System_arraycopy(_JNIEnv*, _jclass*, _jobject*, int, _jobject*, int, int)
0.27%     art::JniMethodStart(art::Thread*)
0.27%     art_quick_lock_object_no_inline
0.26%     art::String_fastSubstring(_JNIEnv*, _jobject*, int, int)
0.26%     art::JNI<false>::ReleaseStringChars(_JNIEnv*, _jstring*, unsigned short const*)
0.25%     art::jit::JitCodeCache::ContainsPc(void const*) const
0.25%     mterp_op_invoke_static
0.25%     art::ClassLinker::VisitClassRoots(art::RootVisitor*, art::VisitRootFlags)
0.25%     art::JNI<false>::GetStringChars(_JNIEnv*, _jstring*, unsigned char*)
0.24%     mterp_op_const_4
0.24%     art_quick_alloc_object_initialized_region_tlab
0.24%     mterp_op_invoke_virtual_quick
0.24%     art::ReaderWriterMutex::ExclusiveUnlock(art::Thread*)
0.23%     art::GetResolvedMethod(art::ArtMethod*, art::CodeInfo const&, art::BitTableRange<art::InlineInfo> const&)
0.23%     art::mirror::Class::FindInterfaceMethod(std::__1::basic_string_view<char, std::__1::char_traits<char> >, art::Signature const&, art::PointerSize)
0.22%     artLockObjectFromCode
0.22%     art::jit::JitCodeCache::SweepRootTables(art::IsMarkedVisitor*)
0.22%     art::Runtime::ProcessWeakClass(art::GcRoot<art::mirror::Class>*, art::IsMarkedVisitor*, art::mirror::Class*)
0.21%     art::JNI<false>::NewObjectV(_JNIEnv*, _jclass*, _jmethodID*, std::__va_list)
0.21%     art::JValue art::InvokeWithVarArgs<art::ArtMethod*>(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, art::ArtMethod*, std::__va_list)
0.21%     MterpAddHotnessBatch
0.21%     art::CharsetUtils_toUtf8Bytes(_JNIEnv*, _jclass*, _jstring*, int, int)
0.21%     art::RuntimeCallbacks::BeginDefineClass()
0.20%     mterp_op_return_object
0.20%     MterpInvokeSuper
0.20%     art::ConditionVariable::WaitHoldingLocks(art::Thread*)
0.20%     art::IndirectReferenceTable::Remove(art::IRTSegmentState, void*)
0.20%     mterp_op_if_eqz
0.20%     art::JNI<false>::ReleasePrimitiveArray(art::ScopedObjectAccess&, art::ObjPtr<art::mirror::Array>, unsigned long, void*, int)
0.20%     MterpInstanceOf
0.20%     art::JniMethodFastStart(art::Thread*)
0.20%     MterpInvokeVirtualQuickRange
0.20%     art::JavaVMExt::DecodeGlobal(void*)
0.20%     art::mirror::Object* art::gc::Heap::AllocObjectWithAllocator<true, true, art::mirror::SetStringCountAndValueVisitorFromString>(art::Thread*, art::ObjPtr<art::mirror::Class>, unsigned long, art::gc::AllocatorType, art::mirror::SetStringCountAndValueVisitorFromString const&)
0.19%     art::mirror::Class::AllocObject(art::Thread*)
0.19%     mterp_op_add_int_2addr
0.19%     MterpInvokeInterfaceRange
0.19%     art::gc::collector::ConcurrentCopying::ProcessMarkStackOnce()
0.19%     void art::StackVisitor::WalkStack<(art::StackVisitor::CountTransitions)0>(bool)
0.18%     MterpSGetObj
0.18%     art::Monitor::Wait(art::Thread*, art::ObjPtr<art::mirror::Object>, long, int, bool, art::ThreadState)
0.17%     art::jit::JitCodeCache::DoCollection(art::Thread*, bool)
0.17%     ExecuteMterpImpl
0.16%     art::Monitor::CheckLockOwnerRequest(art::Thread*)
0.16%     art_quick_invoke_static_stub
0.16%     artQuickGenericJniEndTrampoline
0.16%     art::gc::collector::ConcurrentCopying::ImmuneSpaceScanObjVisitor::Callback(art::mirror::Object*, void*)
0.15%     art::mirror::Class::FindClassMethod(std::__1::basic_string_view<char, std::__1::char_traits<char> >, std::__1::basic_string_view<char, std::__1::char_traits<char> >, art::PointerSize)
0.15%     art::BuildInternalStackTraceVisitor<false>::AddFrame(art::ArtMethod*, unsigned int)
0.15%     art::gc::Heap::AllocWithNewTLAB(art::Thread*, unsigned long, bool, unsigned long*, unsigned long*, unsigned long*)
0.14%     art::gc::space::BumpPointerSpace::CanMoveObjects() const
0.14%     art::JNI<false>::GetFloatArrayElements(_JNIEnv*, _jfloatArray*, unsigned char*)
0.14%     art::JNI<false>::GetMethodID(_JNIEnv*, _jclass*, char const*, char const*)
0.14%     art::StackVisitor::GetMethod() const
0.14%     mterp_op_check_cast
0.13%     art::ClassLinker::ResolveString(art::dex::StringIndex, art::ArtMethod*)
0.13%     art::gc::space::ContinuousSpace::Contains(art::mirror::Object const*) const
0.13%     art::gc::collector::ConcurrentCopying::ThreadFlipVisitor::VisitRoots(art::mirror::CompressedReference<art::mirror::Object>**, unsigned long, art::RootInfo const&)
0.13%     art::System_arraycopyByteUnchecked(_JNIEnv*, _jclass*, _jbyteArray*, int, _jbyteArray*, int, int)
0.13%     mterp_op_return
0.13%     MterpInvokeStaticRange
0.12%     art::JNI<false>::CallNonvirtualVoidMethodV(_JNIEnv*, _jobject*, _jclass*, _jmethodID*, std::__va_list)
0.12%     mterp_op_invoke_direct
0.12%     art::JNI<false>::GetDirectBufferAddress(_JNIEnv*, _jobject*)
0.12%     mterp_op_iget_object_helper
0.12%     art::Signature::operator==(art::Signature const&) const
0.11%     MterpInvokeDirectRange
0.11%     bool art::interpreter::DoCall<true, false>(art::ArtMethod*, art::Thread*, art::ShadowFrame&, art::Instruction const*, unsigned short, art::JValue*)
0.11%     art::ArtMethod* art::ClassLinker::ResolveMethod<(art::ClassLinker::ResolveMode)0>(unsigned int, art::Handle<art::mirror::DexCache>, art::Handle<art::mirror::ClassLoader>, art::ArtMethod*, art::InvokeType)
0.11%     art::JNI<false>::GetByteArrayElements(_JNIEnv*, _jbyteArray*, unsigned char*)
0.11%     art::ProfilingInfo::AddInvokeInfo(unsigned int, art::mirror::Class*)
0.11%     art::mirror::Object* art::gc::Heap::AllocObject<true, art::mirror::CopyObjectVisitor>(art::Thread*, art::ObjPtr<art::mirror::Class>, unsigned long, art::mirror::CopyObjectVisitor const&)
0.11%     art_quick_alloc_array_resolved16_region_tlab
0.11%     art::Thread::PopStackedShadowFrame(art::StackedShadowFrameType, bool)
0.11%     art::MemMapArenaPool::TrimMaps()
0.11%     artIGetObjectFromMterp
0.11%     art::InternTable::Table::Find(art::InternTable::Utf8String const&)
0.10%     mterp_op_const_wide_16
0.10%     MterpInvokeVirtual
0.10%     MterpThreadFenceForConstructor
0.10%     art::JValue art::InvokeVirtualOrInterfaceWithVarArgs<_jmethodID*>(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, _jmethodID*, std::__va_list)
0.10%     art::Monitor::SignalWaiterAndReleaseMonitorLock(art::Thread*)
0.10%     art::JNI<false>::NewByteArray(_JNIEnv*, int)
0.10%     art::ArtMethod::FindCatchBlock(art::Handle<art::mirror::Class>, unsigned int, bool*)
0.10%     artUnlockObjectFromCode
0.10%     art::StackVisitor::GetDexPc(bool) const
0.10%     art::RuntimeCallbacks::ObjectWaitStart(art::Handle<art::mirror::Object>, long)
0.09%     art::mirror::Class::GetDescriptor(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >*)
0.09%     art::FetchStackTraceVisitor::VisitFrame()
0.09%     mterp_op_monitor_enter
0.09%     art::gc::collector::ConcurrentCopying::IsMarked(art::mirror::Object*)
0.09%     MterpIGetObj
0.09%     artInstanceOfFromCode
0.09%     art_quick_generic_jni_trampoline
0.09%     mterp_op_return_void
0.09%     art::gc::Heap::IsMovableObject(art::ObjPtr<art::mirror::Object>) const
0.09%     unsigned int std::__1::__sort3<std::__1::__less<std::__1::tuple<unsigned long, unsigned long, bool>, std::__1::tuple<unsigned long, unsigned long, bool> >&, std::__1::tuple<unsigned long, unsigned long, bool>*>(std::__1::tuple<unsigned long, unsigned long, bool>*, std::__1::tuple<unsigned long, unsigned long, bool>*, std::__1::tuple<unsigned long, unsigned long, bool>*, std::__1::__less<std::__1::tuple<unsigned long, unsigned long, bool>, std::__1::tuple<unsigned long, unsigned long, bool> >&)
0.09%     MterpIGetU8
0.09%     mterp_op_or_int_lit16
0.08%     mterp_op_iget_boolean_quick
0.08%     art::ComputeGenericJniFrameSize::WalkHeader(art::BuildNativeCallFrameStateMachine<art::ComputeNativeCallFrameSize>*)
0.08%     art::JNI<false>::ExceptionOccurred(_JNIEnv*)
0.08%     art::ClassLinker::EnsureResolved(art::Thread*, char const*, art::ObjPtr<art::mirror::Class>)
0.08%     art::BuildGenericJniFrameVisitor::Visit()
0.08%     art::mirror::Class::SetStatus(art::Handle<art::mirror::Class>, art::ClassStatus, art::Thread*)
0.08%     _JNIEnv::NewObject(_jclass*, _jmethodID*, ...)
0.08%     art_quick_unlock_object_no_inline
0.08%     art::JNI<false>::ExceptionCheck(_JNIEnv*)
0.08%     art::ClassLinker::FindArrayClass(art::Thread*, art::ObjPtr<art::mirror::Class>)
0.08%     MterpNewArray
0.08%     art::mirror::PrimitiveArray<unsigned short>::Alloc(art::Thread*, unsigned long)
0.07%     art::JII::GetEnv(_JavaVM*, void**, int)
0.07%     bool art::interpreter::DoCall<false, true>(art::ArtMethod*, art::Thread*, art::ShadowFrame&, art::Instruction const*, unsigned short, art::JValue*)
0.07%     art::annotations::HasDeadReferenceSafeAnnotation(art::DexFile const&, art::dex::ClassDef const&)
0.07%     MterpIputObjectQuick
0.07%     art::jit::JitCodeCache::Reserve(art::Thread*, art::jit::JitMemoryRegion*, unsigned long, unsigned long, unsigned long, art::ArtMethod*, art::ArrayRef<unsigned char const>*, art::ArrayRef<unsigned char const>*)
0.07%     art::JNI<false>::NewGlobalRef(_JNIEnv*, _jobject*)
0.07%     art::mirror::String::FastIndexOf(int, int)
0.07%     mterp_op_move_result
0.07%     art::NormalizeJniClassDescriptor(char const*)
0.07%     art_quick_alloc_array_resolved32_region_tlab
0.07%     art::StackVisitor::GetCurrentQuickFrameInfo() const
0.07%     art::interpreter::EnterInterpreterFromEntryPoint(art::Thread*, art::CodeItemDataAccessor const&, art::ShadowFrame*)
0.07%     art::ProfilingInfo::Create(art::Thread*, art::ArtMethod*, bool)
0.07%     art::BuildQuickShadowFrameVisitor::Visit()
0.07%     mterp_op_invoke_super
0.06%     art::interpreter::CheckStackOverflow(art::Thread*, unsigned long)
0.06%     MterpReturn
0.06%     art::ObjPtr<art::mirror::Class> art::ClassLinker::DoResolveType<art::ArtMethod*>(art::dex::TypeIndex, art::ArtMethod*)
0.06%     art::InlineInfo::GetArtMethod() const
0.06%     art::JNI<false>::ReleaseByteArrayElements(_JNIEnv*, _jbyteArray*, signed char*, int)
0.06%     art::OatQuickMethodHeader::ToDexPc(art::ArtMethod**, unsigned long, bool) const
0.06%     art::GetClassesVisitor::operator()(art::ObjPtr<art::mirror::Class>)
0.06%     mterp_op_if_ge
0.06%     art::JniMethodFastEndWithReference(_jobject*, unsigned int, art::Thread*)
0.06%     art::StackVisitor::StackVisitor(art::Thread*, art::Context*, art::StackVisitor::StackWalkKind, bool)
0.06%     art::QuickExceptionHandler::DoLongJump(bool)
0.06%     art::jit::JitCompileTask::Run(art::Thread*)
0.06%     art::StackVisitor::GetVRegFromOptimizedCode(art::DexRegisterLocation, art::VRegKind, unsigned int*) const
0.06%     art::JNI<false>::PushLocalFrame(_JNIEnv*, int)
0.05%     bool art::ClassLinker::CheckInvokeClassMismatch<true, art::ArtMethod* art::ClassLinker::ResolveMethod<(art::ClassLinker::ResolveMode)1>(art::Thread*, unsigned int, art::ArtMethod*, art::InvokeType)::'lambda'()>(art::ObjPtr<art::mirror::DexCache>, art::InvokeType, art::ArtMethod* art::ClassLinker::ResolveMethod<(art::ClassLinker::ResolveMode)1>(art::Thread*, unsigned int, art::ArtMethod*, art::InvokeType)::'lambda'())
0.05%     art::jit::JitMemoryRegion::CommitCode(art::ArrayRef<unsigned char const>, art::ArrayRef<unsigned char const>, unsigned char const*, bool)
0.05%     art::ClassLinker::LookupClass(art::Thread*, char const*, unsigned long, art::ObjPtr<art::mirror::ClassLoader>)
0.05%     art::mirror::PrimitiveArray<long>::Alloc(art::Thread*, unsigned long)
0.05%     art::ObjPtr<art::mirror::PrimitiveArray<int> > art::JNI<false>::DecodeAndCheckArrayType<_jintArray*, int, art::mirror::PrimitiveArray<int> >(art::ScopedObjectAccess&, _jintArray*, char const*, char const*)
0.05%     mterp_op_move
0.05%     art::ArtMethod::CheckIncompatibleClassChange(art::InvokeType)
0.05%     mterp_op_move_result_object
0.05%     art::instrumentation::InstrumentationStackPopper::PopFramesTo(unsigned long, art::MutableHandle<art::mirror::Throwable>&)
0.05%     mterp_op_iget_quick
0.05%     mterp_op_xor_long_2addr
0.05%     artAGetObjectFromMterp
